Id,Label,timeset,genres,followers,related artist,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,modularity_class,componentnumber,strongcompnum,clustering
378,Pooh Shiesty,,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",492204,"G Herbo, Money Man",1,1,1,184,2,2,4,66,0,11,0.166667
379,Pop Smoke,,['brooklyn drill'],7603097,"Mustard, Roddy Ricch, Lil Tjay, Gunna, Polo G, Internet Money, Lil Baby, DDG, Lil Tecca, Russ Millions, NAV",16,0.139608,0.23518,0,0,11,11,66,0,263,0.281818
380,Post Malone,,"['dfw rap', 'melodic rap', 'rap']",34300843,"SAINt JHN, Migos, Internet Money, NAV, French Montana, A$AP Ferg, Lil Mosey, Bazzi, Tyla Yaweh",12,0.212895,0.290472,0,0,9,9,66,0,264,0.180556
381,Powfu,,"['pop rap', 'sad rap']",956976,,0,0,0,0,0,0,0,67,69,265,0
382,Queen,,"['classic rock', 'glam rock', 'rock']",36970216,"Journey, Elton John, John Lennon",2,0.636364,0.714286,0,0,3,3,68,32,266,0
383,RAF Camora,,['german hip hop'],1361522,,0,0,0,0,5,0,5,10,2,3,0.35
384,ROSALÍA,,['r&b en espanol'],4836778,"Lele Pons, C. Tangana",9,0.239521,0.299117,370,1,2,3,100,0,35,0
385,ROSÉ,,"['glam metal', 'hard rock', 'rock']",22028069,AC/DC,1,1,1,4,1,1,2,8,4,76,0
386,Rauw Alejandro,,"['puerto rican pop', 'trap latino']",6960646,"Alex Rose, Nio Garcia, Myke Towers, Anuel AA, Jhay Cortez, Ozuna, Lunay, Dalex",8,0.304348,0.463844,6.731782,4,8,12,100,0,32,0.666667
387,Raí Saia Rodada,,['forro'],1394412,"Jonas Esticado, Matheus Fernandes, Mari Fernandez",5,0.411765,0.611905,0.833333,3,3,6,51,34,205,0.466667
388,Red Velvet,,"['k-pop', 'k-pop girl group']",5975786,"Red Velvet - IRENE & SEULGI, TWICE",4,0.428571,0.569444,3,3,2,5,8,4,77,0.416667
389,Red Velvet - IRENE & SEULGI,,['k-pop'],434666,,0,0,0,0,1,0,1,8,4,75,0
390,Regard,,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",157789,"twocolors, Topic",1,1,1,0,3,2,5,92,0,197,0.5
391,Reik,,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",6349154,,0,0,0,0,1,0,1,100,0,31,0
392,Residente,,['venezuelan hip hop'],894835,,0,0,0,0,0,0,0,69,70,267,0
393,Rich Music LTD,,"['latin', 'reggaeton', 'trap latino']",208178,"Alex Rose, Feid, Milly, Rvssian, Jerry Di, Super Yei, Dímelo Flow, Kevin Roldan, Dalex",8,0.310606,0.458972,22.376487,1,9,10,100,0,154,0.236111
394,Riton,,"['dance pop', 'edm', 'house', 'pop dance', 'pop rap', 'tropical house', 'uk dance']",88577,Majestic,1,1,1,0,0,1,1,70,58,268,0
395,Ritt Momney,,"['bedroom pop', 'indie pop']",102873,,0,0,0,0,0,0,0,71,71,269,0
396,Robin Schulz,,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",2818069,"Sam Feldt, Ofenbach",1,1,1,8,3,2,5,72,0,52,0.166667
397,Rochy RD,,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",373232,,0,0,0,0,0,0,0,73,72,270,0
398,Rod Wave,,['florida rap'],2383411,Money Man,1,1,1,0,0,1,1,66,0,271,0
399,Roddy Ricch,,"['melodic rap', 'rap', 'trap']",6876423,"DaBaby, Gunna, NAV, Lil Baby, Lil Tecca, Lil Mosey, YNW Melly, Tyla Yaweh",16,0.123932,0.201896,785.474558,10,8,18,66,0,41,0.326923
400,Rusherking,,"['trap argentino', 'trap latino', 'trap triste']",395901,Tiago PZK,1,1,1,221,3,1,4,100,0,26,0
401,Russ Millions,,[],212290,Tion Wayne,2,0.666667,0.75,2,1,1,2,91,0,262,0
402,Rvssian,,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",1460740,"Alex Rose, Nio Garcia, Lunay, Anuel AA, Kevin Roldan",8,0.291667,0.411463,119.555987,20,5,25,100,0,32,0.284211
403,S1mba,,['afroswing'],49384,,0,0,0,0,1,0,1,91,0,215,0
404,SAINt JHN,,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",761213,"NAV, Tyla Yaweh",17,0.110546,0.155971,0,2,2,4,66,0,41,0.5
405,SHAED,,"['electropop', 'pop']",142958,,0,0,0,0,0,0,0,74,73,272,0
406,SZA,,"['pop', 'r&b', 'rap']",6239998,"Kali Uchis, Jhené Aiko, Kehlani, H.E.R.",22,0.081043,0.119673,878.333333,5,4,9,16,0,41,0.214286
407,Sabrina Carpenter,,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",3780233,"Madison Beer, Demi Lovato, Bea Miller, Camila Cabello",11,0.197279,0.241708,55.970001,5,4,9,87,0,41,0.321429
408,Sam Feldt,,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",651578,,0,0,0,0,7,0,7,72,0,50,0.119048
409,Sam Fischer,,"['alt z', 'australian pop', 'dance pop', 'pop']",131572,JP Saxe,3,0.5,0.611111,16.498801,5,1,6,72,0,15,0.1
410,Sam Smith,,"['dance pop', 'pop', 'uk pop']",17604066,"Lewis Capaldi, Dean Lewis, ZAYN, Niall Horan, James Arthur, Ellie Goulding, John Legend, Sam Fischer",11,0.192905,0.26136,596.580814,3,8,11,72,0,41,0.136364
411,Samra,,['german hip hop'],1066892,Zuna,2,0.666667,0.75,0,1,1,2,10,2,8,0.5
412,Sara Kays,,"['alt z', 'indie pop', 'modern indie pop', 'pop', 'social media pop']",263471,Alexander 23,3,0.5,0.611111,14.208333,4,1,5,87,0,15,0.083333
413,Sarah Cothran,,[],206915,"Ashe, Sara Kays",13,0.135659,0.161971,0,0,2,2,87,0,273,0.5
414,Saweetie,,"['cali rap', 'dance pop', 'pop', 'trap queen']",1323464,"BIA, Megan Thee Stallion",25,0.067064,0.093115,4.833333,3,2,5,16,0,114,0.4
415,Sebastian Yatra,,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano']",16622599,"Nio Garcia, Manuel Turizo, KAROL G, Piso 21, Camilo",5,0.411765,0.484286,2043.859202,6,5,11,100,0,32,0.428571
416,Sech,,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",9184915,"Arcangel, Nio Garcia, Yandel, Manuel Turizo, Myke Towers, Lunay, Rvssian, Wisin, Anuel AA, Kevin Roldan, Jhay Cortez, Ozuna, Tainy",7,0.395604,0.586376,7.639683,1,13,14,100,0,190,0.395604
417,Selena Gomez,,"['dance pop', 'pop', 'post-teen pop']",30117217,"Miley Cyrus, ZAYN, Sabrina Carpenter, Halsey, Madison Beer, Camila Cabello, Demi Lovato, Bea Miller",11,0.206406,0.272263,1379.21412,12,8,20,87,0,41,0.271429
418,Sfera Ebbasta,,"['italian hip hop', 'italian pop', 'trap italiana']",4500534,,0,0,0,0,0,0,0,75,74,274,0
419,Shablo,,['italian hip hop'],41955,,0,0,0,0,0,0,0,76,75,275,0
420,Shakin' Stevens,,"['new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",101652,,0,0,0,0,0,0,0,77,76,276,0
421,Shakira,,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",22417609,,0,0,0,0,0,0,0,78,77,277,0
422,Shawn Mendes,,"['canadian pop', 'dance pop', 'pop', 'viral pop']",34661710,"Meghan Trainor, ZAYN, Niall Horan, Camila Cabello, Selena Gomez, Liam Payne, 5 Seconds of Summer, Demi Lovato, Bazzi",10,0.235772,0.300075,3016.379431,9,9,18,87,0,41,0.339744
423,Shirin David,,"['frauenrap', 'german hip hop', 'german pop']",593725,"Juju, Dardan, Miksu / Macloud, Zuna",2,0.833333,0.9,0,0,4,4,10,2,278,0.166667
424,Shiva,,"['indie garage rock', 'portland indie']",21397,,0,0,0,0,0,0,0,79,78,279,0
425,Shouse,,['aussietronica'],40277,,0,0,0,0,0,0,0,80,79,280,0
426,Sia,,"['australian dance', 'australian pop', 'dance pop', 'pop']",21034227,"Adele, Bebe Rexha, Lorde, Clean Bandit, Anne-Marie, Lady Gaga, Halsey, Ellie Goulding, Ava Max",12,0.195202,0.271837,30.601194,3,9,12,87,0,47,0.255556
427,Sleepy Hallow,,"['brooklyn drill', 'nyc rap']",519711,DDG,20,0.084139,0.107152,0,2,1,3,66,0,41,0.5
428,Smiley,,"['canadian hip hop', 'toronto rap']",19656,,0,0,0,0,0,0,0,81,80,281,0
429,Soso Maness,,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",318767,,0,0,0,0,0,0,0,82,81,282,0
430,StarBoi3,,[],20050,"BIA, Bebe Rexha, Anne-Marie, Saweetie, Erica Banks, Normani",11,0.183838,0.235481,0,0,6,6,16,0,283,0.1
431,StaySolidRocky,,['melodic rap'],152950,"Internet Money, Arizona Zervas, Lil Mosey",16,0.122378,0.174933,0,0,3,3,66,0,284,0.166667
432,Stevie Wonder,,"['funk', 'indie r&b', 'motown', 'quiet storm', 'soul']",5270315,,0,0,0,0,2,0,2,97,9,244,0.5
433,Stormzy,,"['grime', 'uk hip hop']",2354928,Octavian,1,1,1,1,1,1,2,91,0,214,0
434,Studio Killers,,[],185003,,0,0,0,0,0,0,0,83,82,285,0
435,Sub Urban,,['modern indie pop'],998147,,0,0,0,0,0,0,0,84,83,286,0
436,Super Yei,,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",298430,,0,0,0,0,1,0,1,100,0,152,0
437,Surf Curse,,"['dreamo', 'indie pop', 'indie surf', 'surf punk', 'vegas indie']",549200,,0,0,0,0,1,0,1,87,0,93,0
438,Surf Mesa,,['tropical house'],137575,"twocolors, Topic",2,0.75,0.833333,0,0,2,2,92,0,287,1
439,Surfaces,,"['bedroom soul', 'pop']",753967,Peach Tree Rascals,1,1,1,0,0,1,1,64,0,288,0
440,THE SCOTTS,,[],180463,,0,0,0,0,0,0,0,85,84,289,0
441,TINI,,"['latin pop', 'pop argentino']",3171723,"Migrantes, MYA, Emilia",3,0.625,0.766667,1092,1,3,4,100,0,30,0.166667
442,TOKYO’S REVENGE,,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",330429,,0,0,0,0,1,0,1,66,0,40,0
443,TOMORROW X TOGETHER,,"['k-pop', 'k-pop boy group']",4592642,,0,0,0,0,2,0,2,4,7,48,0.5
444,TWICE,,"['k-pop', 'k-pop girl group']",10708592,"Red Velvet, BLACKPINK",3,0.545455,0.638889,4,3,2,5,8,4,77,0.666667
445,Tainy,,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",568918,"Jowell & Randy, Arcangel, Yandel, Rvssian, Wisin, Jhay Cortez, Lunay",9,0.271318,0.440215,929.301115,11,7,18,100,0,32,0.216667
446,Tame Impala,,"['australian psych', 'neo-psychedelic']",5153574,,0,0,0,0,0,0,0,86,85,290,0
447,Tarcísio do Acordeon,,[],1441903,"Jonas Esticado, Matheus Fernandes, Raí Saia Rodada, Mari Fernandez",5,0.444444,0.660417,0.833333,2,4,6,51,34,206,0.466667
448,Tate McRae,,"['alt z', 'dance pop', 'pop', 'post-teen pop']",1799545,"Alexander 23, Alec Benjamin, Ashe, Madison Beer, Bea Miller",11,0.181818,0.226022,3031.663179,7,5,12,87,0,41,0.138889
449,Taylor Swift,,['pop'],43640194,"Lorde, Miley Cyrus, Meghan Trainor, Jonas Brothers, ZAYN, Niall Horan, Halsey, Harry Styles, Kelly Clarkson, Camila Cabello, Selena Gomez, Demi Lovato",11,0.224936,0.308837,0,0,12,12,87,0,291,0.295455
450,The 1975,,"['modern alternative rock', 'modern rock', 'pop', 'rock']",5127711,Wallows,15,0.107077,0.122025,50.875541,1,1,2,87,0,41,0
451,The Beach Boys,,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",3318770,,0,0,0,0,2,0,2,68,32,199,1
452,The Chainsmokers,,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",18408203,"Martin Garrix, Kygo, benny blanco, Galantis, Marshmello, Calvin Harris",13,0.171296,0.224896,589.166667,4,6,10,72,0,55,0.142857
453,The Jackson 5,,"['motown', 'soul']",1169868,Stevie Wonder,1,1,1,0,1,1,2,97,9,245,0.5
454,The Kid LAROI,,['australian hip hop'],2606669,"Roddy Ricch, Trippie Redd, Lil Tjay, Cordae, Polo G, Internet Money, benny blanco, Lil Tecca, Lil Uzi Vert, Lil Mosey, iann dior, YNW Melly, NAV",13,0.177126,0.270032,6.563492,1,13,14,66,0,222,0.318681
455,The Killers,,"['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",6214261,,0,0,0,0,1,0,1,72,0,120,0
456,The Neighbourhood,,"['modern alternative rock', 'modern rock', 'pop']",6992004,"Mother Mother, Surf Curse, Melanie Martinez, Wallows, Clairo, Conan Gray",12,0.161172,0.209412,26.238095,3,6,9,87,0,94,0.111111
457,The Pogues,,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']",389310,,0,0,0,0,0,0,0,88,86,292,0
458,The Police,,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",4451404,,0,0,0,0,0,0,0,89,87,293,0
459,The Ronettes,,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll', 'soul']",182918,Darlene Love,1,1,1,0,1,1,2,97,9,82,0
460,The Weeknd,,"['canadian contemporary r&b', 'canadian pop', 'pop']",37058135,"SZA, PARTYNEXTDOOR, Travis Scott, Don Toliver, Childish Gambino, French Montana, Jhené Aiko, Bryson Tiller, Kendrick Lamar, Ty Dolla $ign, Big Sean, Belly",17,0.132994,0.241544,83.036935,1,12,13,32,0,90,0.128788
461,Thiaguinho MT,,"['brega funk', 'funk carioca']",28479,"Dadá Boladão, Niack, Mc Zaac",1,1,1,0,0,3,3,90,8,294,0
462,Tiago PZK,,['trap argentino'],552372,Rusherking,1,1,1,0,1,1,2,100,0,26,0
463,Tion Wayne,,['london rap'],373472,Headie One,1,1,1,3,2,1,3,91,0,212,0
464,Tiësto,,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",5914054,Martin Garrix,1,1,1,0,0,1,1,72,0,295,0
465,Tom Grennan,,"['modern rock', 'uk pop']",276714,BANNERS,15,0.110196,0.127027,0,1,1,2,32,0,41,0.5
466,Tom Odell,,"['chill pop', 'pop']",1888351,"Hozier, Vance Joy, Passenger",2,0.8,0.875,9,3,3,6,72,0,121,0.25
467,Tones And I,,"['australian pop', 'pop']",2863391,"Sam Feldt, Sam Fischer, Zoe Wees",4,0.5,0.635417,7,1,3,4,72,0,195,0.166667
468,Tony Bennett,,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",675400,Perry Como,2,0.571429,0.625,0,2,1,3,97,9,169,0.5
469,Topic,,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",156782,"twocolors, Regard",1,1,1,2,5,2,7,92,0,197,0.3
470,Tory Lanez,,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",3914569,"Ty Dolla $ign, PARTYNEXTDOOR, Tyga, French Montana, Bryson Tiller, Meek Mill",18,0.115691,0.179164,4845.688095,6,6,12,32,0,41,0.267857
471,Travis Scott,,"['rap', 'slap house']",18452405,"Migos, Gunna, Childish Gambino, Lil Uzi Vert, A$AP Ferg, Kendrick Lamar, Meek Mill, Playboi Carti",17,0.129101,0.214569,76.486797,2,8,10,66,0,89,0.177778
472,Trevor Daniel,,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']",645237,"Arizona Zervas, Tyla Yaweh, blackbear",14,0.147959,0.189907,1825.933628,6,3,9,66,0,41,0.166667
473,Trinidad Cardona,,[],114860,"Bryson Tiller, H.E.R., PARTYNEXTDOOR, Kehlani, Brent Faiyaz, Vedo",20,0.09665,0.151009,0,0,6,6,16,0,296,0.333333
474,Trio Vegabajeño,,"['musica jibara', 'puerto rican folk']",9326,,0,0,0,0,0,0,0,93,88,297,0
475,Trippie Redd,,"['melodic rap', 'rap', 'trap']",6687646,"Cordae, Gunna, Lil Yachty, Polo G, Internet Money, Lil Tecca, Lil Uzi Vert, Lil Mosey, YNW Melly, NAV",16,0.123755,0.20544,719.846101,8,10,18,66,0,41,0.295238
476,Trueno,,"['argentine hip hop', 'bases de freestyle', 'trap argentino', 'trap latino']",2320499,"Bizarrap, KHEA",1,1,1,0,2,2,4,94,17,97,1
477,Twenty One Pilots,,"['modern rock', 'rock']",21169100,Panic! At The Disco,1,1,1,183,1,1,2,72,0,20,0
478,Ty Dolla $ign,,"['hip hop', 'pop', 'pop rap', 'r&b', 'trap', 'trap soul']",3931489,"Mustard, PARTYNEXTDOOR, French Montana, K CAMP, Tory Lanez, Tyla Yaweh",17,0.125541,0.193898,3597.832173,10,6,16,32,0,41,0.137363
479,Tyga,,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6342673,"Ty Dolla $ign, French Montana, DJ Khaled, Meek Mill, Tory Lanez, Big Sean",17,0.122277,0.183649,1079.452381,1,6,7,32,0,41,0.533333
480,Tyla Yaweh,,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",376464,"SAINt JHN, Arizona Zervas, NAV, Lil Mosey",16,0.122105,0.177184,3900.127971,13,4,17,66,0,41,0.138095
481,Tyler,,"['hip hop', 'rap']",7055307,"BROCKHAMPTON, Childish Gambino",18,0.104023,0.133075,0,0,2,2,32,0,298,0.5
482,Ufo361,,"['german cloud rap', 'german hip hop']",1720311,"Zuna, Bausa, Dardan, 187 Strassenbande, KitschKrieg, KC Rebell",3,0.535714,0.655556,7.483333,2,6,8,10,2,9,0.357143
483,VIZE,,"['dance pop', 'edm', 'german dance', 'pop dance', 'slap house', 'tropical house']",147875,,0,0,0,0,0,0,0,95,89,299,0
484,Vance Joy,,"['folk-pop', 'modern rock', 'pop', 'pop rock']",2457266,"Hozier, Tom Odell",2,0.666667,0.75,5,4,2,6,72,0,121,0.333333
485,Vedo,,"['pop r&b', 'r&b']",275901,,0,0,0,0,2,0,2,16,0,99,0
486,Vegedream,,"['francoton', 'pop urbaine']",1255123,"Gradur, Aya Nakamura",2,0.666667,0.75,3,1,2,3,6,11,72,0
487,Vicetone,,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']",383704,,0,0,0,0,0,0,0,96,90,300,0
488,WILLOW,,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",1690339,"Kali Uchis, SZA",23,0.075065,0.102945,40.666667,4,2,6,16,0,41,0.25
489,Walker Hayes,,"['contemporary country', 'country', 'country road', 'modern country rock']",331058,Brett Eldredge,1,1,1,0,1,1,2,17,22,108,0
490,Wallows,,"['indie pop', 'modern rock', 'pop']",2027184,Conan Gray,14,0.11926,0.137554,518,4,1,5,87,0,41,0.166667
491,Wesley Safadão,,['forro'],10112904,"Jonas Esticado, Diego & Victor Hugo",3,0.5,0.611111,18,2,2,4,51,34,138,0.333333
492,Wham!,,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",1682114,,0,0,0,0,3,0,3,97,9,81,0
493,WhoHeem,,['viral rap'],25991,,0,0,0,0,0,0,0,98,91,301,0
494,Wisin,,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",7084249,"Jowell & Randy, Arcangel, Nicky Jam, Yandel, Farruko",1,1,1,62.47601,10,5,15,100,0,25,0.318182
495,XXXTENTACION,,"['emo rap', 'miami hip hop']",30994065,"Trippie Redd, Lil Yachty, Internet Money, A Boogie Wit da Hoodie, Lil Uzi Vert, iann dior",15,0.136826,0.204325,0,0,6,6,66,0,302,0.3
496,Y2K,,['pop rap'],271832,,0,0,0,0,0,0,0,99,92,303,0
497,YNW Melly,,"['melodic rap', 'trap']",6577900,"Roddy Ricch, DaBaby, Cordae, Lil Yachty, A Boogie Wit da Hoodie, Lil Tecca, Lil Mosey, NAV",16,0.123229,0.195862,205.37649,11,8,19,66,0,41,0.340659
498,Yandel,,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",5293485,"Wisin, Jowell & Randy, Nicky Jam, Arcangel",2,0.833333,0.9,127.546934,11,4,15,100,0,25,0.333333
499,Young Stoner Life,,"['rap', 'trap']",62765,"Gunna, Lil Yachty",18,0.101215,0.1439,0,0,2,2,66,0,304,0
500,ZAYN,,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",17296921,"One Direction, Niall Horan, Shawn Mendes, Halsey, Harry Styles, Camila Cabello, Selena Gomez, Liam Payne, 5 Seconds of Summer, Bazzi",10,0.223077,0.293815,5359.470568,18,10,28,87,0,41,0.207602
501,Zoe Wees,,['german pop'],232086,"Sam Fischer, Mimi Webb, Nea",4,0.5,0.680556,6,2,3,5,72,0,149,0.1
502,Zuna,,"['albanian hip hop', 'german hip hop']",911193,Dardan,1,1,1,2,8,1,9,10,2,5,0.25
503,a-ha,,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",1596491,,0,0,0,0,0,0,0,101,93,305,0
504,benny blanco,,"['electropop', 'pop', 'pop rap']",824734,"Bazzi, Internet Money, Arizona Zervas, Trevor Daniel",12,0.195946,0.253982,11843.269499,9,4,13,66,0,41,0.121212
505,blackbear,,"['pop', 'pop rap']",4381561,"benny blanco, iann dior, Trevor Daniel, jxdn",13,0.167308,0.214113,2019.074141,2,4,6,66,0,41,0.2
506,dhruv,,"['chill r&b', 'nyc pop']",117186,,0,0,0,0,0,0,0,102,94,306,0
507,iann dior,,"['melodic rap', 'pop rap']",1342876,"Internet Money, Lil Mosey, 24kGoldn, Arizona Zervas, jxdn, Tyla Yaweh",14,0.152098,0.215482,6719.862133,8,6,14,66,0,41,0.166667
508,jxdn,,"['pop', 'pop rap']",839963,iann dior,15,0.132118,0.166323,0,4,1,5,66,0,41,0.333333
509,salem ilese,,"['alt z', 'modern indie pop', 'social media pop']",142585,,0,0,0,0,0,0,0,103,95,307,0
510,sangiovanni,,[],448108,"Madame, BLANCO",13,0.165886,0.202104,0,0,2,2,66,0,308,0
511,twocolors,,"['edm', 'pop dance', 'pop edm', 'tropical house']",38952,Topic,2,0.666667,0.75,0,5,1,6,92,0,197,0.35
